"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"035452025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A AQUISIÇÃO DE EQUIPAMENTOS DE TIC - TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO PARA O INCRA/SE, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"49000";"Ministério do Desenvolvimento Agrário e Agr";"22201";"Instituto Nacional de Colonização e Reforma";"373052";"SUPERINTENDENCIA REG. DE SERGIPE - SR(SE)";"05/01/2026";"06/01/2026";"05/01/2026";"05/01/2027";"37217648000124";"GOD BLESS BUSINESS LTDA";"33550,0000";"33550,0000";"900282024";"";"";"";""
"000022025";"Objeto: PRESTAÇÃO DE SERVIÇOS DE REABILITAÇÃO.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"783310";"CAPITANIA DOS PORTOS DE ALAGOAS";"26/12/2025";"09/01/2026";"01/01/2026";"01/01/2031";"53564649000100";"AP DA SILVA COMPANY PSICOLOGIA E SAÚDE INTEGRADA";"11458096,4300";"11458096,4300";"-3";"";"";"";""
"000262025";"Objeto: O OBJETO DO PRESENTE CONTRATO É A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS, DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL, PARA ATENDIMENTO AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR -PNAE, VISANDO ATENDER AS DEMANDAS DO IFES CAMPUS SANTA TERESA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26406";"Instituto Federal de Educação, Ciência e T";"158426";"INST.FED. ESPIRITO SANTO/CAMPUS SANTA TERESA";"22/12/2025";"09/01/2026";"22/12/2025";"22/12/2026";"93901380787";"NORMA DOS ANJOS ROCON MATTEDI";"12417,0000";"12417,0000";"-3";"";"";"";""
"035092025";"Objeto: OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DE SERVIÇOS ESPECIALIZADOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO NECESSÁRIOS AO DESENVOLVIMENTO, EVOLUÇÃO, INTEGRAÇÃO, TESTES, MANUTENÇÃO, SUSTENTAÇÃO OPERACIONAL E OPERAÇÃO ASSISTIDA DOS SISTEMAS ESTRUTURANTES DE GOVERNANÇA FUNDIÁRIA E TERRITORIAL, INCLUINDO A PLATAFORMA DE GOVERNANÇA TERRITORIAL (PGT), O NOVO CADASTRO RURAL, BEM COMO AS INTEGRAÇÕES E MÓDULOS ASSOCIADOS AO SNCR E AO SIGEF, NAS CONDIÇÕES";"";"Sem Informação";"Não se aplica";"49000";"Ministério do Desenvolvimento Agrário e Agr";"22201";"Instituto Nacional de Colonização e Reforma";"373083";"DIV.EXECUTIVA DE FINANCAS-DAF.2 INCRA-SEDE/DF";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2030";"33683111000107";"SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)";"39399729,5200";"39399729,5200";"-3";"";"";"";""
"000042025";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EMISSÃO DE CERTIFICADOS DIGITAIS PARA PESSOA JURÍDICA, DE FORMA A SUPRIR NECESSIDADES DA ADMINISTRAÇÃO PÚBLICA NO QUE TANGE AS ATIVIDADES DA SUPERINTENDÊNCIA DE DESENVOLVIMENTO DO CENTRO-OESTE (SUDECO)";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"53207";"Superintendência de Desenvolvimento do Centr";"533018";"SUPERINT. DO DESENVOLVIMENTO DO CENTRO-OESTE";"07/01/2026";"07/01/2026";"07/01/2026";"07/01/2027";"33683111000107";"SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)";"1026,8000";"1026,8000";"-3";"";"";"";""
"000472025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO PARA AQUISIÇÃO DE GÊNEROS DE ALIMENTAÇÃO DO QUANTITATIVO DE SUBSISTÊNCIA (QS), NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160065";"COMANDO DA 11A. REGIAO MILITAR";"23/12/2025";"09/01/2026";"23/12/2025";"22/12/2026";"02916265002456";"JBS S/A";"5662500,0000";"5662500,0000";"-3";"";"";"";""
"000152025";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE CURSOS DE ESPECIALIZAÇÃO, ATRAVÉS DA COOPERAÇÃO ENTRE A UNIDADE OPERACIONAL SEST/SENAT RECIFE E O 14O BATALHÃO LOGÍSTICO";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160185";"14 BATALHAO LOGISTICO";"22/10/2025";"02/01/2026";"22/10/2025";"22/10/2026";"73471963002433";"SENAT SERVICO NACIONAL DE APRENDIZAGEM DO TRANSPORTE";"7096,0000";"7096,0000";"-3";"";"";"";""
"005422025";"Objeto: AQUISIÇÃO DE ITENS DAS MARCAS OZÔNIA, YOKOGAWA, WEG, ZIEHL-ABEGG E LG";"";"Sem Informação";"Não se aplica";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254445";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"06/01/2026";"13/01/2026";"06/01/2026";"02/11/2026";"43564630000100";"KPC EQUIPAMENTOS E SUPRIMENTOS LTDA";"3288,9000";"3288,9000";"-3";"";"";"";""
"000862025";"Objeto: CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DE AQUISIÇÃO DE SOLUÇÃO PARA RECONHECIMENTO DE PADRÕES EM BASES ABERTAS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Polícia Rodoviária Federal";"200109";"POLICIA RODOVIARIA FEDERAL";"17/12/2025";"05/01/2026";"17/12/2025";"17/12/2026";"42224229000150";"INSPECT INTELIGENCIA E TECNOLOGIA LTDA";"137800,0000";"137800,0000";"900062025";"";"";"";""
"004122025";"Objeto: AQUISIÇÃO DE ITENS DA MARCA BREVETTI";"";"Sem Informação";"Não se aplica";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254445";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"19/12/2025";"05/01/2026";"19/12/2025";"19/12/2026";"EX2544398";"BREVETTI C E A SPA";"369537,5100";"369537,5100";"-3";"";"";"";""
"000132025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO CONTRATUAL É A CONTRATAÇÃO DE SERVIÇOS NÃO CONTINUADOS DE MANUTENÇÃO CORRETIVA E PREVENTIVA DE ESTRUTURAS METÁLICAS, COM FORNECIMENTO DE MATERIAIS, DA PASSARELA DE LIGAÇÃO ENTRE O PRÉDIO MATRIZ E O ANEXO I DO HOSPITAL UNIVERSITÁRIO DE SERGIPE/EBSERH, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA DO PREGÃO ELETRÔNICO TRADICIONAL N .º 90066/2024.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155017";"HOSPITAL UNIVERSITARIO DA UFS";"29/01/2025";"28/01/2026";"29/01/2025";"28/01/2026";"42795061000132";"MCLO MANUTENCAO E SERVICOS ADMINISTATIVOS LTDA";"195000,0000";"195000,0000";"900662024";"";"";"";""
"000012026";"Objeto: SERVIÇOS COMUNS DE LAVAGEM DE CORTINAS, TOALHAS DE MESA E PELERINES PARA O CAMPUS TRÊS LAGOAS";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26415";"Instituto Federal de Educação, Ciência e T";"158454";"INST. FED. DO MS/CAMPUS TRES LAGOAS";"07/01/2026";"08/01/2026";"07/01/2026";"07/01/2027";"53023434000173";"LAV HOUSE LAVANDERIA LTDA";"13671,0200";"13671,0200";"-3";"";"";"";""
"000332025";"Objeto: AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR PARA ALIMENTAÇÃO ESCOLAR, PARA ALUNOS DA REDE DE EDUCAÇÃO BÁSICA PÚBLICA,VERBA FNDE/PNAE, SEMESTRE DE 2025/2026, DESCRITOS NO QUADRO PREVISTO NA CLÁUSULA QUARTA, TODOS DE ACORDO COM A CHAMADA PÚBLICA N° 002/2025, O QUAL FICA FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDENTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO; UNIDADE-CAMPUS AVANÇADO AREIA/IFPB.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26417";"Instituto Federal de Educação, Ciência e T";"158138";"IFPB - REITORIA";"08/01/2026";"13/01/2026";"08/01/2026";"08/01/2027";"02414925485";"FRANCISCO DE ASSIS DA SILVA";"4000,0000";"4000,0000";"-3";"";"";"";""
"000122026";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE GERADORES PARA O CAMPUS LAJES/IFRN, A SEREM EXECUTADOS SEM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26435";"Instituto Federal de Educação, Ciência e T";"158155";"INST.FED.DE EDUC.,CIENC.E TEC.DO RN";"09/01/2026";"12/01/2026";"09/01/2026";"09/01/2027";"08519304000171";"MFMB ELETROCEL GRUPOS GERADORES LTDA";"17439,3900";"17439,3900";"900092024";"";"";"";""
"000042025";"Objeto: O PRESENTE CONTRATO, CELEBRADO ENTRE A DISTRIBUIDORA E O CONSUMIDOR, TEM POR OBJETO REGULAR A COMPRA E VENDA DE ENERGIA ELÉTRICA NO AMBIENTE DE CONTRATAÇÃO REGULADA - ACR, A SER DISPONIBILIZADA NO PONTO DE CONEXÃO, NOS PRAZOS PREVISTOS, PARA USO EXCLUSIVO NA UNIDADE CONSUMIDORA, NOS TERMOS E CONDIÇÕES PREVISTOS NO PRESENTE TERMO E OBSERVADO O DISPOSTO NA LEGISLAÇÃO E REGULAMENTAÇÃO APLICÁVEL.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26403";"Instituto Federal de Educação, Ciência e T";"158561";"IFAM - CAMPUS TABATINGA";"29/12/2025";"07/01/2026";"29/12/2025";"";"02341467000120";"AMAZONAS ENERGIA S.A";"238929,1700";"238929,1700";"-3";"";"";"";""
"000192025";"Objeto: CONTRATAÇÃO DE SERVIÇO DE ENERGIA ELETRICA";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160016";"COMANDO DO COMANDO MILITAR DA AMAZONIA";"18/12/2025";"02/01/2026";"01/01/2026";"31/12/2030";"02341467000120";"AMAZONAS ENERGIA S.A";"960370,6800";"960370,6800";"-3";"";"";"";""
"000012026";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE JARDINAGEM, COM FORNECIMENTO DE MATERIAL E EQUIPAMENTOS NECESSÁRIOS, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26420";"Instituto Federal de Educação, Ciência e T";"158504";"IFFAR - CAMPUS SANTA ROSA";"22/12/2025";"05/01/2026";"02/01/2026";"02/07/2028";"02453554000170";"MERCOSERVICE PRESTACAO DE SERVICOS LTDA";"137400,0000";"137400,0000";"-3";"";"";"";""
"001452025";"Objeto: AQUISIÇÃO DE INSUMO FARMACÊUTICO ATIVO PARA PRODUÇÃO DE MEDICAMENTOS (TENOFOVIR DESOPROXILA, FUMARATO).";"";"Sem Informação";"Não se aplica";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254446";"INSTITUTO DE TECNOLOGIA EM FARMACOS";"05/01/2026";"06/01/2026";"05/01/2026";"02/10/2026";"29950060000157";"NORTEC QUIMICA S.A.";"15404940,0000";"15404940,0000";"-3";"";"";"";""
"001232025";"Objeto: CONTRATAÇÃO DA AQUISIÇÃO COM INSTALAÇÃO DE MATERIAL PERMANENTE - CORTINA/PERSIANA - NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"33000";"Ministério da Previdência Social";"37202";"Instituto Nacional do Seguro Social";"510181";"SUPERINTENDENCIA REGIONAL SUL";"29/12/2025";"06/01/2026";"29/12/2025";"27/06/2026";"05367508000146";"PERSIASUL PERSIANAS LTDA";"59348,2100";"59348,2100";"900142024";"";"";"";""
"000222025";"Objeto: CONTRATAÇÃO DO SERVIÇO CONTÍNUO DE LIMPEZA E CONSERVAÇÃO,COM EMPREGO DE MÃO DE OBRA COM DEDICAÇÃO EXCLUSIVA PARA ATENDER AO CAMPUS PETROLINA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26430";"Instituto Federal de Educação, Ciência e T";"158499";"INST.FED.SERTAO PERNAMBUCANO/CAMPUS PETROLINA";"06/01/2026";"08/01/2026";"02/02/2026";"02/02/2028";"29846409000105";"INSTITUTO SOCIAL SE LIGA";"2772989,1300";"2772989,1300";"900012025";"";"";"";""
"000312025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS COMUNS DE PLATAFORMA DE ENSINO DE IDIOMAS ON-LINE (LICENÇAS E CRÉDITOS DE AULAS PARTICULARES), NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"39000";"Ministério dos Transportes";"39250";"Agência Nacional de Transportes Terrestres";"393001";"AGENCIA NACIONAL DE TRANSPORTES TERRESTRES";"12/12/2025";"06/01/2026";"13/12/2025";"13/12/2027";"22862280000180";"GOFLUENT BRASIL SISTEMAS DE ENSINO LTDA";"472000,0000";"472000,0000";"-3";"";"";"";""
"000052026";"Objeto: CONTRATAÇÃO DE AGENTE DE INTEGRAÇÃO/AGI, PARA REALIZAR A PRESTAÇÃO DOS SERVIÇOS DE ASSESSORIA PARA A ADMISSÃO, MANUTENÇÃO, ALTERAÇÃO E ENCERRAMENTO DOS CONTRATOS DE ESTÁGIO NO INSTITUTO FEDERAL CATARINENSE - CAMPUS RIO DO SUL, CONFORME QUADRO DISTRIBUTIVO, PODENDO O QUANTITATIVO SER ADEQUADO ÀS NECESSIDADES DA INSTITUIÇÃO, OBSERVADA A LEGISLAÇÃO VIGENTE.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26422";"Instituto Federal de Educação, Ciência e T";"158125";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"08/01/2026";"09/01/2026";"14/01/2026";"14/01/2029";"28306309000123";"OZIEL LUCIANO BRAZ ASSESSORIA E CONSULTORIA";"5400,0000";"5400,0000";"-3";"";"";"";""
"006952025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE EMPRESA AUTORIZADA OU REPRESENTANTE EXCLUSIVO DA FABRICANTE TRANE, COM EXPERTISE COMPROVADA NA OPERAÇÃO E MANUTENÇÃO DE SEUS EQUIPAMENTOS, PARA O FORNECIMENTO E INSTALAÇÃO DE SOLID STATE SOFT STARTER (SSSS) COMPATÍVEL COM O SISTEMA DE CLIMATIZAÇÃO EXISTENTE NAS INSTALAÇÕES DO FNDE, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26298";"Fundo Nacional de Desenvolvimento da Educaç";"153173";"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"31/12/2025";"06/01/2026";"05/01/2026";"26/12/2026";"01610517001803";"TRANE TECHNOLOGIES INDUSTRIA, COMERCIO E SERVICOS DE AR-CONDICIONADO LTDA";"124881,0000";"124881,0000";"-3";"";"";"";""
"000312025";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO CORRETIVA, COM FORNECIMENTO DE PEÇAS, EM TRÊS (03) CHILLERS INSTALADOS NA UNIDADE DIA.";"";"Sem Informação";"Não se aplica";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"130102";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/SP";"30/12/2025";"06/01/2026";"30/12/2025";"18/04/2026";"01610517001803";"TRANE TECHNOLOGIES INDUSTRIA, COMERCIO E SERVICOS DE AR-CONDICIONADO LTDA";"100634,0000";"100634,0000";"-3";"";"";"";""
"000082025";"Objeto: AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR OU EMPREENDIMENTO FAMILIAR RURAL, DESTINADA AO ATENDIMENTO DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR (PNAE)";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26432";"Instituto Federal do Paraná";"156543";"INST. FED. DO PARANA/CAMPUS JAGUARIAIVA";"30/12/2025";"05/01/2026";"30/12/2025";"30/06/2026";"00051102978";"ROSINEIA DE FATIMA MESSIAS MIRANDA";"3030,1000";"3030,1000";"-3";"";"";"";""
"000032026";"Objeto: CONTRATAÇÃO DE FUNDAÇÃO DE APOIO, COM A FINALIDADE DE APOIAR A INSTITUIÇÃO NA GESTÃO ADMINISTRATIVA E FINANCEIRA NECESSÁRIA À EXECUÇÃO DO PROJETO DE EXTENSÃO DENOMINADO FORTALECIMENTO DA POLÍTICA TERRITORIAL NA PARAÍBA, ORIUNDO DO TERMO DE EXECUÇÃO DESCENTRALIZADA TED MDA N.° 30879420250032-004517, CELEBRADO ENTRE O INSTITUTO FEDERAL DA PARAÍBA - REITORIA E O MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR (MDA).";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26417";"Instituto Federal de Educação, Ciência e T";"158138";"IFPB - REITORIA";"08/01/2026";"13/01/2026";"08/01/2026";"08/08/2027";"02168943000153";"FUNDACAO DE EDUCACAO TECNOLOGICA E CULTURAL DA PARAIBA FUNETEC PB";"1200000,0000";"1200000,0000";"-3";"";"";"";""
"000042026";"Objeto: CONTRATAÇÃO DE FUNDAÇÃO DE APOIO, COM A FINALIDADE DE APOIAR A INSTITUIÇÃO NA GESTÃO ADMINISTRATIVA E FINANCEIRA NECESSÁRIA À EXECUÇÃO DO 5° CICLO DO PROJETO DE EXTENSÃO DENOMINADO MULHERES MIL, ORIUNDO DO TERMO DE EXECUÇÃO DESCENTRALIZADA TED SETEC/MEC N.° 986227/2025, CELEBRADO ENTRE O INSTITUTO FEDERAL DA PARAÍBA - REITORIA E A SECRETARIA DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA (SETEC), DO MINISTÉRIO DA EDUCAÇÃO (MEC), NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26417";"Instituto Federal de Educação, Ciência e T";"158138";"IFPB - REITORIA";"08/01/2026";"13/01/2026";"08/01/2026";"08/08/2027";"02168943000153";"FUNDACAO DE EDUCACAO TECNOLOGICA E CULTURAL DA PARAIBA FUNETEC PB";"354000,0000";"354000,0000";"-3";"";"";"";""
"000052025";"Objeto: CONTRATAÇÃO DE FUNDAÇÃO DE APOIO COM A FINALIDADE DE APOIAR, INCLUSIVE NA GESTÃO ADMINISTRATIVA E FINANCEIRA, A EXECUÇÃO DO CURSO SUPERIOR EM TECNOLOGIA DE SISTEMAS DE ENERGIAS RENOVÁVEIS - TECNÓLOGO, ORIUNDO DO TERMO DE EXECUÇÃO DESCENTRALIZADA - TED N.° 126 /2024,INCRA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26417";"Instituto Federal de Educação, Ciência e T";"155893";"IFPB - CAMPUS ESPERANCA";"24/11/2025";"09/01/2026";"24/11/2025";"24/11/2028";"02168943000153";"FUNDACAO DE EDUCACAO TECNOLOGICA E CULTURAL DA PARAIBA FUNETEC PB";"3342423,4200";"3342423,4200";"-3";"";"";"";""
"900092025";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA SERVIÇOS COMUNS DE ENGENHARIA PARA PERFURAÇÃO E/OU INSTALAÇÃO DE POÇOS TUBULARES PARA ATENDIMENTO DE DEMANDAS EM DIVERSOS MUNICÍPIOS INSERIDOS NA ÁREA DE ATUAÇÃO DA CEST-PI/DNOCS";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193001";"DNOCS CEST/PI-TERESINA-PI";"31/12/2025";"12/01/2026";"31/12/2025";"30/04/2026";"00197503000107";"TERRA PERFURACOES LTDA";"6086486,1500";"6086486,1500";"900102024";"";"";"";""
"001282025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA SERVIÇOS COMUNS DE ENGENHARIA PARA PERFURAÇÃO E/OU INSTALAÇÃO DE POÇOS TUBULARES PARA ATENDIMENTO DE DEMANDAS DO DNOCS, EM DIVERSOS MUNICÍPIOS INSERIDOS NA ÁREA DE ATUAÇÃO DO DNOCS (ALAGOAS, BAHIA, CEARÁ, MINAS GERAIS, PARAÍBA, PERNAMBUCO, PIAUÍ, RIO GRANDE DO NORTE E SERGIPE), NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA. PERFURAÇÃO E/OU INSTALAÇÃO DE POÇOS TUBULARES EM DIVERSOS MUNÍCIPIOS NA ÁREA DE ATUAÇÃO DO DNOCS - EST";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"31/12/2025";"05/01/2026";"31/12/2025";"31/12/2027";"00197503000107";"TERRA PERFURACOES LTDA";"4999843,8300";"4999843,8300";"900102024";"";"";"";""
"900072025";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA SERVIÇOS COMUNS DE ENGENHARIA PARA PERFURAÇÃO E/OU INSTALAÇÃO DE POÇOS TUBULARES PARA ATENDIMENTO DE DEMANDAS EM DIVERSOS MUNICÍPIOS INSERIDOS NA ÁREA DE ATUAÇÃO DA CEST-PI/DNOCS,";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193001";"DNOCS CEST/PI-TERESINA-PI";"31/12/2025";"12/01/2026";"31/12/2025";"30/10/2026";"00197503000107";"TERRA PERFURACOES LTDA";"4749999,0800";"4749999,0800";"900102024";"";"";"";""
"001252025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA SERVIÇOS COMUNS DE ENGENHARIA PARA PERFURAÇÃO E/OU INSTALAÇÃO DE POÇOS TUBULARES PARA ATENDIMENTO DE DEMANDAS DO DNOCS, EM DIVERSOS MUNICÍPIOS INSERIDOS NA ÁREA DE ATUAÇÃO DO DNOCS (ALAGOAS, BAHIA, CEARÁ, MINAS GERAIS, PARAÍBA, PERNAMBUCO, PIAUÍ, RIO GRANDE DO NORTE E SERGIPE), NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"31/12/2025";"05/01/2026";"31/12/2025";"31/12/2027";"00197503000107";"TERRA PERFURACOES LTDA";"2382414,0600";"2382414,0600";"900102024";"";"";"";""
"900132025";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA SERVIÇOS COMUNS DE ENGENHARIA PARA PERFURAÇÃO E/OU INSTALAÇÃO DE POÇOS TUBULARES PARA ATENDIMENTO DE DEMANDAS EM DIVERSOS MUNICÍPIOS INSERIDOS NA ÁREA DE ATUAÇÃO DA CEST-PI/DNOCS";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193001";"DNOCS CEST/PI-TERESINA-PI";"31/12/2025";"12/01/2026";"31/12/2025";"30/04/2026";"00197503000107";"TERRA PERFURACOES LTDA";"7429270,2600";"7429270,2600";"900102024";"";"";"";""
"001082025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA SERVIÇOS COMUNS DE ENGENHARIA PARA PERFURAÇÃO E/OU INSTALAÇÃO DE POÇOS TUBULARES PARA ATENDIMENTO DE DEMANDAS DO DNOCS, EM DIVERSOS MUNICÍPIOS INSERIDOS NA ÁREA DE ATUAÇÃO DO DNOCS (ALAGOAS, BAHIA, CEARÁ, MINAS GERAIS, PARAÍBA, PERNAMBUCO, PIAUÍ, RIO GRANDE DO NORTE E SERGIPE), NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA. PERFURAÇÃO E/OU INSTALAÇÃO DE POÇOS TUBULARES EM DIVERSOS MUNÍCIPIOS NA ÁREA DE ATUAÇÃO DO DNOCS - EST";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"31/12/2025";"02/01/2026";"31/12/2025";"01/07/2026";"00197503000107";"TERRA PERFURACOES LTDA";"1630133,4100";"1630133,4100";"900102024";"";"";"";""
"900082025";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA SERVIÇOS COMUNS DE ENGENHARIA PARA PERFURAÇÃO E/OU INSTALAÇÃO DE POÇOS TUBULARES PARA ATENDIMENTO DE DEMANDAS EM DIVERSOS MUNICÍPIOS INSERIDOS NA ÁREA DE ATUAÇÃO DA CEST-PI/DNOCS";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193001";"DNOCS CEST/PI-TERESINA-PI";"31/12/2025";"12/01/2026";"31/12/2025";"30/04/2027";"00197503000107";"TERRA PERFURACOES LTDA";"4774999,4600";"4774999,4600";"900102024";"";"";"";""
